city_id,audit,gini,p_poor,population,radio,corruption
187,0,0.61,0.6423,17810,0,81
188,0,0.61,0.5231,6906,1,21
189,0,0.54,0.58,7083,0,46
190,0,0.47,0.128,19297,0,25
191,0,0.48,0.1435,37631,0,18
192,0,0.49,0.5735,8337,1,18
193,0,0.55,0.1306,11812,1,20
194,0,0.64,0.1741,5405,0,28
195,0,0.59,0.1824,10529,0,46
196,0,0.53,0.5572,13188,0,21
197,0,0.47,0.0908,95439,1,18
198,0,0.41,0.7691,4222,0,35
199,0,0.53,0.1706,12280,0,27
200,0,0.5,0.5146,1880,0,26
201,0,0.54,0.141,37608,0,26
202,0,0.77,0.684,2962,0,35
203,0,0.49,0.2664,5064,0,13
204,0,0.76,0.5956,11942,1,19
205,0,0.62,0.5417,5291,0,46
206,0,0.61,0.7118,1640,1,20
207,0,0.54,0.7257,10429,0,48
208,0,0.48,0.1748,2007,1,27
209,0,0.57,0.6692,16799,1,17
210,0,0.53,0.1133,3678,0,20
211,0,0.53,0.1628,6350,0,24
212,0,0.62,0.6762,18391,0,36
213,0,0.6,0.2695,5670,0,40
214,0,0.62,0.1636,3069,0,32
215,0,0.56,0.1044,105649,0,20
216,0,0.59,0.7536,16678,0,33
217,0,0.53,0.5351,5267,0,48
218,0,0.46,0.1323,182098,1,23
219,0,0.55,0.3787,6958,1,27
220,0,0.61,0.8276,19645,0,32
221,0,0.53,0.1684,9833,1,34
222,0,0.51,0.3,3974,1,39
223,0,0.53,0.4838,6994,0,18
224,0,0.52,0.0677,50662,0,39
225,0,0.6,0.17,9222,0,36
226,0,0.46,0.1634,2123,0,17
227,0,0.71,0.1134,78132,0,14
228,0,0.61,0.4426,75315,0,19
229,0,0.58,0.6493,7084,1,32
230,0,0.46,0.3381,4697,0,17
231,0,0.85,0.827,900,0,31
232,0,0.6,0.7771,17165,0,25
233,0,0.57,0.4783,6956,0,33
234,0,0.38,0.3475,4692,0,24
235,0,0.48,0.5307,29019,0,59
236,0,0.52,0.7183,22310,0,27
237,0,0.57,0.3439,212650,1,27
238,0,0.54,0.1134,78132,1,28
239,0,0.49,0.1991,9028,0,24
240,0,0.54,0.7015,23693,0,25
241,0,0.59,0.1304,8418,0,16
242,0,0.64,0.6517,62025,1,29
243,0,0.51,0.3177,12576,0,38
244,0,0.5,0.6055,5500,0,18
245,0,0.43,0.6608,4304,0,37
246,0,0.5,0.1775,4697,0,31
247,0,0.51,0.3406,3144,1,13
248,0,0.48,0.5152,2782,1,17
249,0,0.44,0.502,2827,0,23
250,0,0.5,0.6665,2371,1,40
251,0,0.42,0.1781,14262,0,20
252,0,0.51,0.5659,37044,1,32
253,0,0.52,0.3674,6819,0,23
254,0,0.6,0.7849,29480,0,18
255,0,0.51,0.6534,5311,0,30
256,0,0.49,0.2239,6207,0,23
257,0,0.5,0.1415,76109,0,12
258,0,0.54,0.3898,12615,1,69
259,0,0.51,0.6537,36774,0,56
260,0,0.43,0.3356,3185,0,23
261,0,0.5,0.3248,4829,0,22
262,0,0.54,0.3664,4340,0,33
263,0,0.5,0.2869,10668,0,24
264,0,0.5,0.1328,15044,0,42
265,0,0.6,0.6106,29204,0,18
266,0,0.49,0.1512,6996,0,58
267,0,0.49,0.2436,3883,0,56
268,0,0.52,0.5559,3012,0,18
269,0,0.62,0.131,20509,0,32
270,0,0.59,0.3547,3789,1,26
271,0,0.5,0.2018,12181,0,18
272,0,0.54,0.0872,61401,1,36
273,0,0.46,0.1323,92506,0,61
274,0,0.59,0.4011,3611,0,28
275,0,0.58,0.166,2318,1,15
276,0,0.48,0.2512,2942,0,16
277,0,0.57,0.3429,5554,1,38
278,0,0.62,0.7297,5285,0,21
279,0,0.64,0.1048,63686,0,24
280,0,0.6,0.7204,17006,0,55
281,0,0.55,0.7226,19448,1,33
282,0,0.45,0.1569,2212,0,40
283,0,0.41,0.7022,12549,1,29
284,0,0.48,0.0511,53802,0,24
285,0,0.6,0.8079,10811,1,24
286,0,0.4,0.0544,3013,0,47
287,0,0.52,0.1482,5728,0,31
288,0,0.53,0.21,33429,0,18
289,0,0.56,0.2685,53323,0,22
290,0,0.63,0.7379,6556,0,24
291,0,0.56,0.2307,25951,0,64
292,0,0.49,0.1206,15904,0,35
293,0,0.51,0.3855,2588,0,29
294,0,0.57,0.5786,4081,0,43
295,0,0.39,0.0533,1500,0,33
296,0,0.51,0.652,12800,0,24
297,0,0.57,0.555,3505,0,20
298,0,0.64,0.7969,11741,1,28
299,0,0.54,0.6704,16706,1,17
300,0,0.38,0.0576,2809,0,23
301,0,0.58,0.7128,15719,1,41
302,0,0.63,0.6132,3395,1,41
303,0,0.53,0.6263,4412,0,43
304,0,0.55,0.6336,35410,0,14
305,0,0.54,0.1418,21989,0,19
306,0,0.66,0.6891,39533,0,41
307,0,0.62,0.7439,4402,0,26
308,0,0.56,0.1576,38850,0,28
309,0,0.55,0.4004,11697,0,56
310,0,0.46,0.2638,3356,0,40
311,0,0.54,0.7038,13063,0,45
312,0,0.54,0.6791,5153,0,32
313,0,0.52,0.1472,11370,1,71
314,0,0.58,0.3647,7474,1,23
315,0,0.5,0.3321,4394,1,22
316,0,0.63,0.6581,13464,1,40
317,0,0.57,0.5314,63324,0,29
318,0,0.44,0.1062,9933,1,24
319,0,0.43,0.2325,3225,1,20
320,0,0.51,0.7955,13779,0,26
321,0,0.59,0.3791,3805,0,43
322,0,0.52,0.7032,15766,0,29
323,0,0.49,0.1026,32214,0,23
324,0,0.57,0.1379,58300,0,11
325,0,0.47,0.5313,3461,0,20
326,0,0.53,0.6164,6022,0,39
327,0,0.51,0.8551,5727,0,26
328,0,0.51,0.1054,10318,1,32
329,0,0.51,0.4707,2352,0,39
330,0,0.54,0.2198,1803,1,24
331,0,0.65,0.6867,50158,0,43
332,0,0.54,0.0896,234446,1,55
333,0,0.56,0.1168,61353,0,21
334,0,0.56,0.1535,78515,1,47
335,0,0.6,0.6898,13638,0,26
336,0,0.65,0.3719,4732,0,41
337,0,0.53,0.6458,7717,1,55
338,0,0.55,0.2054,17088,1,43
339,0,0.49,0.5938,14359,1,23
340,0,0.54,0.6006,6123,1,24
341,0,0.63,0.6576,12698,1,18
342,0,0.53,0.6746,17831,0,26
343,0,0.57,0.2889,251098,0,37
344,0,0.5,0.7002,13475,0,56
345,0,0.49,0.5255,2878,0,19
346,0,0.53,0.7465,13720,0,30
347,0,0.61,0.2067,21394,1,33
348,0,0.63,0.6818,20147,1,19
349,0,0.53,0.2277,12356,1,32
350,0,0.44,0.1629,17078,0,14
351,0,0.47,0.1872,329256,0,66
352,0,0.66,0.8303,6919,1,28
353,0,0.59,0.7574,30168,0,58
354,0,0.48,0.1756,3641,0,31
355,0,0.58,0.4875,36435,0,22
356,0,0.55,0.5111,20664,0,35
357,0,0.62,0.6973,8603,0,19
358,0,0.48,0.1509,225711,1,18
359,0,0.59,0.528,15363,0,24
360,0,0.47,0.1637,36872,1,13
361,0,0.57,0.7201,21235,0,37
362,0,0.57,0.1757,3145,1,23
363,0,0.65,0.6551,4119,0,33
364,0,0.67,0.6185,5913,0,30
366,0,0.54,0.6664,16529,0,25
367,0,0.54,0.2146,13232,1,55
368,0,0.6,0.6904,26373,0,12
369,0,0.65,0.3863,4965,0,14
370,0,0.6,0.6341,20071,0,42
371,0,0.48,0.1049,18561,0,24
372,0,0.57,0.7335,11698,0,20
373,0,0.63,0.168,23575,0,36
374,0,0.72,0.7412,6851,0,28
375,0,0.56,0.6097,3218,0,32
376,0,0.44,0.5174,15143,0,21
377,0,0.49,0.458,4504,0,20
378,0,0.66,0.6746,18225,0,23
379,0,0.56,0.3123,29404,1,93
380,0,0.65,0.6942,10246,0,29
381,0,0.42,0.1531,36836,0,14
382,0,0.45,0.1114,9175,0,35
383,0,0.6,0.6645,5634,1,36
384,0,0.52,0.667,11709,0,22
385,0,0.51,0.605,21068,1,45
386,0,0.54,0.1241,2379,0,23
387,0,0.49,0.1869,5372,0,29
388,0,0.66,0.7491,5448,1,22
389,0,0.67,0.3113,4910,0,63
390,0,0.57,0.1521,10715,0,71
391,0,0.54,0.3609,11984,1,27
392,0,0.47,0.3686,10309,0,25
393,0,0.52,0.1866,37072,0,27
394,0,0.56,0.5774,12309,1,19
395,0,0.51,0.6763,19503,1,22
396,0,0.5,0.7346,3373,0,25
397,0,0.54,0.7731,5777,0,35
398,0,0.67,0.6491,10661,0,24
399,0,0.5,0.5583,8976,0,33
400,0,0.42,0.1169,4891,0,17
401,0,0.58,0.4746,2540,1,32
402,0,0.51,0.7237,2900,0,22
403,0,0.52,0.178,12432,0,33
404,0,0.61,0.849,10202,0,28
405,0,0.55,0.2047,31101,0,55
406,0,0.57,0.5758,2825,0,34
407,0,0.57,0.7357,8467,0,22
408,0,0.62,0.2715,11034,1,27
409,0,0.73,0.7431,6584,0,26
410,0,0.5,0.6632,1803,0,19
411,0,0.57,0.1614,16096,0,20
412,0,0.59,0.4764,55407,0,14
413,0,0.6,0.7619,11593,0,22
414,0,0.49,0.2667,3340,0,26
415,0,0.47,0.2411,10043,0,51
416,0,0.55,0.5974,17773,0,40
417,0,0.55,0.5824,10196,0,24
418,0,0.6,0.6654,42119,0,38
419,0,0.61,0.3616,192736,1,15
420,0,0.53,0.8157,15064,0,27
421,0,0.43,0.72,3772,0,22
422,0,0.53,0.2285,2538,0,20
423,0,0.68,0.742,11695,1,36
424,0,0.57,0.6101,26886,0,19
425,0,0.6,0.4202,60936,0,17
426,0,0.72,0.9076,4387,0,21
427,0,0.64,0.1367,7057,0,20
428,0,0.45,0.1559,10224,0,20
429,0,0.43,0.1908,5635,0,18
430,0,0.58,0.7453,7435,0,45
431,0,0.6,0.6789,11515,0,31
432,0,0.56,0.1152,40650,0,20
433,0,0.62,0.3391,110790,0,28
434,0,0.65,0.641,6793,0,29
435,0,0.48,0.1871,161816,0,17
436,0,0.49,0.7246,4481,0,27
437,0,0.54,0.1462,170232,0,24
438,0,0.58,0.3779,26125,0,28
439,0,0.69,0.7888,16197,0,20
440,0,0.49,0.1583,4749,0,30
441,0,0.57,0.4149,31407,1,23
442,0,0.54,0.4675,39312,1,54
443,0,0.62,0.4873,6236,0,17
444,0,0.59,0.5829,29063,0,33
445,0,0.51,0.7086,4360,0,14
446,0,0.53,0.608,21691,0,51
447,0,0.59,0.3797,6404,0,35
448,0,0.56,0.4941,19236,0,13
449,0,0.63,0.7353,32145,0,22
450,0,0.64,0.5537,15344,1,19
451,0,0.47,0.147,27064,0,24
452,0,0.47,0.0562,48140,0,33
453,0,0.59,0.6517,31278,0,23
454,0,0.54,0.3404,6954,0,25
455,0,0.65,0.6741,54836,0,31
456,0,0.54,0.7674,9337,1,28
457,0,0.59,0.4279,25991,1,26
458,0,0.57,0.6984,19847,0,26
459,0,0.5,0.0836,5704,0,27
460,0,0.52,0.786,5894,0,22
461,0,0.57,0.4123,4235,0,20
462,0,0.58,0.3143,16907,0,81
463,0,0.63,0.6752,14548,0,16
464,0,0.59,0.6816,22216,0,26
465,0,0.49,0.6446,4457,0,27
466,0,0.56,0.4826,8198,0,18
467,0,0.56,0.6618,3674,0,30
468,0,0.47,0.0988,107048,0,17
469,0,0.61,0.6141,13423,0,18
470,0,0.6,0.6005,5197,0,42
471,0,0.44,0.1064,3139,0,16
472,0,0.6,0.7728,12514,0,40
473,0,0.45,0.2239,2478,0,23
475,0,0.46,0.3046,2244,0,46
476,0,0.55,0.352,6481,0,21
477,0,0.46,0.1078,36084,1,26
478,0,0.59,0.1522,56757,1,33
479,0,0.62,0.1812,4013,0,19
480,0,0.48,0.665,4724,1,17
481,0,0.45,0.111,12984,0,17
482,0,0.67,0.8338,10128,0,36
483,0,0.61,0.3251,46319,0,45
484,0,0.51,0.227,4257,0,39
485,0,0.49,0.444,4281,1,35
486,0,0.55,0.607,56123,0,25
487,0,0.53,0.6656,15100,0,41
488,0,0.6,0.7134,13833,0,24
489,0,0.55,0.1593,126141,0,45
490,0,0.48,0.4092,3113,0,38
491,0,0.47,0.1463,5416,0,26
492,0,0.55,0.7191,14788,0,25
493,0,0.56,0.6738,24107,0,40
494,0,0.72,0.7665,11132,0,36
495,0,0.53,0.4461,6894,0,18
496,0,0.44,0.0865,10189,1,16
497,0,0.53,0.3939,2785,0,13
498,0,0.62,0.7391,3448,0,18
499,0,0.64,0.2974,2182,0,17
500,0,0.56,0.691,23748,0,37
501,0,0.51,0.8237,4651,0,41
502,0,0.59,0.1948,162577,0,17
503,0,0.64,0.637,32828,0,30
504,0,0.61,0.4278,22167,0,36
505,0,0.53,0.6478,17412,0,17
506,0,0.64,0.6976,48131,1,40
507,0,0.53,0.7682,11079,0,24
508,0,0.52,0.5898,7397,0,27
509,0,0.48,0.5902,5031,0,17
510,0,0.38,0.5277,24996,0,24
511,0,0.52,0.2868,12133,0,30
512,0,0.55,0.6566,26353,0,17
513,0,0.53,0.5159,11833,0,31
514,0,0.57,0.775,26947,0,32
515,0,0.57,0.6985,12335,0,34
516,0,0.42,0.5508,1301,0,27
517,0,0.59,0.4382,3468,0,25
518,0,0.49,0.6566,15046,1,30
519,0,0.6,0.6398,13663,0,22
520,0,0.47,0.6789,12080,0,18
521,0,0.55,0.6641,2867,0,25
522,0,0.58,0.2839,5627,0,18
523,0,0.64,0.6634,19283,1,30
524,0,0.62,0.8044,6472,0,23
525,0,0.52,0.3192,3155,0,25
526,0,0.51,0.4554,7258,0,25
527,0,0.53,0.3198,3570,0,37
528,0,0.61,0.3677,20624,0,23
529,0,0.58,0.1607,20390,0,34
530,0,0.59,0.705,22532,0,18
531,0,0.63,0.7073,5000,0,20
532,0,0.58,0.5771,2644,0,39
533,0,0.57,0.2132,3790,0,30
534,0,0.51,0.0915,8044,0,29
535,0,0.51,0.6827,18988,1,22
536,0,0.48,0.1087,18131,1,33
537,0,0.52,0.153,20804,0,44
538,0,0.57,0.8309,10585,0,39
539,0,0.61,0.2145,20122,0,21
540,0,0.54,0.7579,6663,0,26
541,0,0.59,0.2528,9934,1,40
542,0,0.45,0.6711,13794,0,14
543,0,0.62,0.3888,165295,0,27
544,0,0.55,0.6528,4699,1,21
545,0,0.45,0.5838,13049,0,32
546,0,0.53,0.1585,62556,1,29
547,0,0.54,0.6585,3938,0,30
548,0,0.59,0.5152,30032,0,28
549,0,0.52,0.2503,23934,1,16
550,0,0.57,0.6091,16063,0,39
551,0,0.56,0.7551,67610,0,45
552,0,0.56,0.6227,19208,0,59
553,0,0.56,0.4788,6341,0,27
554,0,0.62,0.5673,34734,1,73
555,0,0.6,0.6799,42097,0,30
556,0,0.61,0.6429,17957,1,25
557,0,0.52,0.8128,6985,0,26
558,0,0.51,0.3987,6857,1,35
559,0,0.51,0.1279,93978,0,17
560,0,0.61,0.6042,34355,0,22
561,0,0.54,0.3096,5336,0,27
562,0,0.5,0.0772,28062,0,28
563,0,0.44,0.178,5482,0,21
564,0,0.51,0.1066,9631,0,14
565,0,0.55,0.2018,37045,0,21
566,0,0.4,0.2199,3723,0,20
567,0,0.52,0.3276,10464,0,44
568,0,0.57,0.1788,18759,1,51
569,0,0.59,0.6355,40882,1,47
570,0,0.49,0.3224,2997,0,18
571,0,0.6,0.6172,8972,0,26
572,0,0.66,0.4286,3172,0,25
573,0,0.62,0.7861,11835,0,35
574,0,0.57,0.126,14181,0,33
575,0,0.6,0.4886,11112,0,19
576,0,0.79,0.842,5535,1,45
577,0,0.58,0.4501,18738,0,81
578,0,0.7,0.7894,5134,0,22
579,0,0.51,0.6017,25120,1,18
580,0,0.52,0.3803,19580,1,23
581,0,0.55,0.7324,8432,1,22
582,0,0.45,0.5381,4440,0,33
583,0,0.56,0.6136,18927,0,37
584,0,0.57,0.2987,13324,0,47
585,0,0.65,0.6257,7505,0,29
586,0,0.46,0.1056,6138,0,41
587,0,0.52,0.3088,2765,0,18
588,0,0.55,0.4838,30700,0,63
589,0,0.51,0.1956,3586,0,31
590,0,0.61,0.656,6527,0,23
591,0,0.51,0.6697,9293,0,32
592,0,0.54,0.699,37402,0,17
593,0,0.52,0.3396,9649,0,21
594,0,0.56,0.6972,3854,0,32
595,0,0.58,0.2609,25746,0,43
596,0,0.53,0.5096,5135,1,18
597,0,0.71,0.6539,7064,1,15
598,0,0.59,0.3998,3329,0,31
599,0,0.46,0.1673,11642,0,20
600,0,0.53,0.1118,7365,1,22
601,0,0.59,0.8231,21369,0,13
602,0,0.58,0.6932,17126,0,28
603,0,0.56,0.51,3623,0,58
604,0,0.61,0.7146,23240,0,39
605,0,0.56,0.0512,50973,0,27
606,0,0.55,0.1766,14827,0,13
607,0,0.47,0.0454,90311,0,42
608,0,0.57,0.7766,9281,0,24
609,0,0.51,0.598,13770,0,26
610,0,0.55,0.5415,82196,0,23
611,0,0.52,0.6317,52312,0,33
612,0,0.47,0.1784,2092,0,30
613,0,0.46,0.0759,4699,0,26
614,0,0.62,0.71,11670,0,31
615,0,0.61,0.5951,2800,0,58
616,0,0.63,0.2473,454815,0,50
617,0,0.63,0.5367,36960,0,39
618,0,0.73,0.6668,26688,0,15
619,0,0.73,0.8177,3591,0,36
620,0,0.57,0.3218,5571,0,19
621,0,0.51,0.6633,4319,0,28
622,0,0.53,0.4298,25474,0,26
623,0,0.52,0.5965,3250,0,34
624,0,0.6,0.6959,37346,0,24
625,0,0.54,0.5805,37734,0,18
626,0,0.57,0.4669,1579,0,66
627,0,0.5,0.1309,1627,0,28
628,0,0.55,0.3943,8912,0,24
629,0,0.51,0.334,14694,0,24
630,0,0.53,0.7247,8890,0,36
631,0,0.55,0.4087,3634,0,37
632,0,0.5,0.1985,3531,0,37
633,0,0.54,0.6082,5611,0,25
634,0,0.48,0.6653,12622,0,38
635,0,0.63,0.3904,214885,0,38
636,0,0.49,0.1176,95381,0,24
637,0,0.56,0.6246,58914,0,36
638,0,0.71,0.5204,59576,0,55
639,0,0.64,0.5682,10011,0,35
640,0,0.54,0.2214,11790,1,61
641,0,0.53,0.3967,5585,1,22
642,0,0.45,0.2104,4192,0,28
643,0,0.52,0.2146,58280,1,20
644,0,0.63,0.5591,14136,0,44
645,0,0.6,0.4768,16919,0,37
646,0,0.58,0.3893,50982,0,19
647,0,0.55,0.2082,3045,0,60
648,0,0.52,0.7636,3488,1,25
649,0,0.62,0.693,1969,1,22
650,0,0.54,0.1741,14016,1,48
651,0,0.55,0.2912,6208,0,39
652,0,0.54,0.6118,1979,0,17
653,0,0.53,0.525,2711,0,20
654,0,0.64,0.7342,17887,1,25
655,0,0.37,0.1167,4743,1,26
656,0,0.49,0.3844,4044,0,28
657,0,0.56,0.4032,8134,0,42
658,0,0.56,0.6299,8887,0,34
659,0,0.64,0.2104,8649,0,44
660,0,0.51,0.6501,8053,0,23
661,0,0.52,0.1447,6227,0,11
662,0,0.55,0.2423,6087,1,37
664,0,0.59,0.6984,35873,0,16
665,0,0.59,0.7591,15458,0,37
666,0,0.53,0.6038,11365,0,24
667,0,0.51,0.0773,18112,0,20
668,0,0.41,0.0855,2166,0,35
669,0,0.44,0.169,2466,0,14
670,0,0.57,0.6743,10455,0,23
671,0,0.6,0.5744,27049,0,35
672,0,0.51,0.5688,19825,0,20
673,0,0.6,0.5978,7515,0,26
674,0,0.6,0.3576,228446,0,40
675,0,0.4,0.4692,3226,0,30
676,0,0.53,0.3297,12417,1,60
677,0,0.47,0.1279,11961,1,36
678,0,0.58,0.5377,29927,0,27
679,0,0.51,0.6527,15983,0,18
680,0,0.57,0.7364,13458,0,42
681,0,0.52,0.7522,23101,0,24
682,0,0.63,0.7545,3608,0,19
683,0,0.5,0.6223,11864,0,55
684,0,0.56,0.5249,6189,0,38
685,0,0.62,0.6386,13616,0,36
686,0,0.63,0.7364,12029,0,31
687,0,0.5,0.4898,6769,0,21
688,0,0.52,0.341,2509,0,24
689,0,0.44,0.2184,10313,0,24
690,0,0.5,0.7265,32618,0,38
691,0,0.54,0.6468,6124,0,36
692,0,0.62,0.6719,10180,0,35
693,0,0.58,0.693,6900,0,27
694,0,0.58,0.7403,10930,0,32
695,0,0.65,0.5535,7268,0,18
696,0,0.65,0.2508,3644,0,33
697,0,0.48,0.5233,21782,1,21
698,0,0.63,0.6457,15471,0,26
699,0,0.6,0.5674,6707,0,30
700,0,0.53,0.689,28344,0,17
701,0,0.45,0.3499,2664,0,52
702,1,0.59,0.5174,2065,0,17
703,1,0.56,0.2553,2972,0,45
704,1,0.55,0.4773,12008,0,11
705,1,0.47,0.6037,2885,0,20
